Country,Series,Date,Value
Kuwait,Daily Confirmed Cases,9/2/2020,667
Kuwait,Daily Confirmed Cases,9/3/2020,900
Kuwait,Daily Confirmed Cases,9/4/2020,865
Kuwait,Daily Confirmed Cases,9/5/2020,720
Kuwait,Daily Confirmed Cases,9/6/2020,619
Kuwait,Daily Confirmed Cases,9/7/2020,805
Kuwait,Daily Confirmed Cases,9/8/2020,857
Kuwait,Daily Confirmed Cases,9/9/2020,838
Kuwait,Daily Confirmed Cases,9/10/2020,740
Kuwait,Daily Confirmed Cases,9/11/2020,653
Kuwait,Daily Confirmed Cases,9/12/2020,736
Kuwait,Daily Confirmed Cases,9/13/2020,553
Kuwait,Daily Confirmed Cases,9/14/2020,708
Kuwait,Daily Confirmed Cases,9/15/2020,829
Kuwait,Daily Confirmed Cases,9/16/2020,698
Kuwait,Daily Confirmed Cases,9/17/2020,825
Kuwait,Daily Confirmed Cases,9/18/2020,704
Kuwait,Daily Confirmed Cases,9/19/2020,521
Kuwait,Daily Confirmed Cases,9/20/2020,385
Kuwait,Daily Confirmed Cases,9/21/2020,530
Kuwait,Daily Confirmed Cases,9/22/2020,719
Kuwait,Daily Confirmed Cases,9/23/2020,616
Kuwait,Daily Confirmed Cases,9/24/2020,552
Kuwait,Daily Confirmed Cases,9/25/2020,590
Kuwait,Daily Confirmed Cases,9/26/2020,758
Kuwait,Daily Confirmed Cases,9/27/2020,345
Kuwait,Daily Confirmed Cases,9/28/2020,437
Kuwait,Daily Confirmed Cases,9/29/2020,587
Kuwait,Daily Confirmed Cases,9/30/2020,614
Kuwait,Daily Confirmed Cases,10/1/2020,494
Kuwait,Daily Confirmed Cases,10/2/2020,411
Kuwait,Daily Confirmed Cases,10/3/2020,371
Kuwait,Daily Confirmed Cases,10/4/2020,567
Kuwait,Daily Confirmed Cases,10/5/2020,567
Kuwait,Daily Confirmed Cases,10/6/2020,676
Kuwait,Daily Confirmed Cases,10/7/2020,475
Kuwait,Daily Confirmed Cases,10/8/2020,698
Kuwait,Daily Confirmed Cases,10/9/2020,635
Kuwait,Daily Confirmed Cases,10/10/2020,492
Kuwait,Daily Confirmed Cases,10/11/2020,548
Kuwait,Daily Confirmed Cases,10/12/2020,777
Kuwait,Daily Confirmed Cases,10/13/2020,844
Kuwait,Daily Confirmed Cases,10/14/2020,532
Kuwait,Daily Confirmed Cases,10/15/2020,746
Kuwait,Daily Confirmed Cases,10/16/2020,729
Kuwait,Daily Confirmed Cases,10/17/2020,739
Kuwait,Daily Confirmed Cases,10/18/2020,663
Kuwait,Daily Confirmed Cases,10/19/2020,686
Kuwait,Daily Confirmed Cases,10/20/2020,886
Kuwait,Daily Confirmed Cases,10/21/2020,813
Kuwait,Daily Confirmed Cases,10/22/2020,889
Kuwait,Daily Confirmed Cases,10/23/2020,812
Kuwait,Daily Confirmed Cases,10/24/2020,695
Kuwait,Daily Confirmed Cases,10/25/2020,708
Kuwait,Daily Confirmed Cases,10/26/2020,682
Kuwait,Daily Confirmed Cases,10/27/2020,775
Kuwait,Daily Confirmed Cases,10/28/2020,814
Kuwait,Daily Confirmed Cases,10/29/2020,760
Kuwait,Daily Confirmed Cases,10/30/2020,671
Kuwait,Daily Confirmed Cases,10/31/2020,589
Kuwait,Daily Confirmed Cases,11/1/2020,608
Kuwait,Daily Confirmed Cases,11/2/2020,759
Kuwait,Daily Confirmed Cases,11/3/2020,787
Kuwait,Daily Confirmed Cases,11/4/2020,763
Kuwait,Daily Confirmed Cases,11/5/2020,795
Kuwait,Daily Confirmed Cases,11/6/2020,825
Kuwait,Daily Confirmed Cases,11/7/2020,742
Kuwait,Daily Confirmed Cases,11/8/2020,538
Kuwait,Daily Confirmed Cases,11/9/2020,735
Kuwait,Daily Confirmed Cases,11/10/2020,903
Kuwait,Daily Confirmed Cases,11/11/2020,778
Kuwait,Daily Confirmed Cases,11/12/2020,773
Kuwait,Daily Confirmed Cases,11/13/2020,718
Kuwait,Daily Confirmed Cases,11/14/2020,691
Kuwait,Daily Confirmed Cases,11/15/2020,499
Kuwait,Daily Confirmed Cases,11/16/2020,489
Kuwait,Daily Confirmed Cases,11/17/2020,556
Kuwait,Daily Confirmed Cases,11/18/2020,452
Kuwait,Daily Confirmed Cases,11/19/2020,485
Kuwait,Daily Confirmed Cases,11/20/2020,486
Kuwait,Daily Confirmed Cases,11/21/2020,426
Kuwait,Daily Confirmed Cases,11/22/2020,322
Kuwait,Daily Confirmed Cases,11/23/2020,337
Kuwait,Daily Confirmed Cases,11/24/2020,402
Kuwait,Daily Confirmed Cases,11/25/2020,422
Kuwait,Daily Confirmed Cases,11/26/2020,330
Kuwait,Daily Confirmed Cases,11/27/2020,329
Kuwait,Daily Confirmed Cases,11/28/2020,319
Kuwait,Daily Confirmed Cases,11/29/2020,231
Kuwait,Daily Confirmed Cases,11/30/2020,209
Kuwait,Daily Confirmed Cases,12/1/2020,357
Kuwait,Daily Confirmed Cases,12/2/2020,268
Kuwait,Daily Confirmed Cases,12/3/2020,314
Kuwait,Daily Confirmed Cases,12/4/2020,343
Kuwait,Daily Confirmed Cases,12/5/2020,247
Kuwait,Daily Confirmed Cases,12/6/2020,205
Kuwait,Daily Confirmed Cases,12/7/2020,230
Kuwait,Daily Confirmed Cases,12/8/2020,301
Kuwait,Daily Confirmed Cases,12/9/2020,304
Kuwait,Daily Confirmed Cases,12/10/2020,291
Kuwait,Daily Confirmed Cases,12/11/2020,294
Kuwait,Daily Confirmed Cases,12/12/2020,255
Kuwait,Daily Confirmed Cases,12/13/2020,174
Kuwait,Daily Confirmed Cases,12/14/2020,231
Kuwait,Daily Confirmed Cases,12/15/2020,261
Kuwait,Daily Confirmed Cases,12/16/2020,261
Kuwait,Daily Confirmed Cases,12/17/2020,221
Kuwait,Daily Confirmed Cases,12/18/2020,339
Kuwait,Daily Confirmed Cases,12/19/2020,244
Kuwait,Daily Confirmed Cases,12/20/2020,204
Kuwait,Daily Confirmed Cases,12/21/2020,230
Kuwait,Daily Confirmed Cases,12/22/2020,298
Kuwait,Daily Confirmed Cases,12/23/2020,266
Kuwait,Daily Confirmed Cases,12/24/2020,244
Kuwait,Daily Confirmed Cases,12/25/2020,260
Kuwait,Daily Confirmed Cases,12/26/2020,172
Kuwait,Daily Confirmed Cases,12/27/2020,204
Kuwait,Daily Confirmed Cases,12/28/2020,204
Kuwait,Daily Confirmed Cases,12/29/2020,236
Kuwait,Daily Confirmed Cases,12/30/2020,205
Kuwait,Daily Confirmed Cases,12/31/2020,286
Kuwait,Daily Confirmed Cases,1/1/2021,285
Kuwait,Daily Confirmed Cases,1/2/2021,205
Kuwait,Daily Confirmed Cases,1/3/2021,269
Kuwait,Daily Confirmed Cases,1/4/2021,372
Kuwait,Daily Confirmed Cases,1/5/2021,312
Kuwait,Daily Confirmed Cases,1/6/2021,411
Kuwait,Daily Confirmed Cases,1/7/2021,540
Kuwait,Daily Confirmed Cases,1/8/2021,495
Kuwait,Daily Confirmed Cases,1/9/2021,427
Kuwait,Daily Confirmed Cases,1/10/2021,414
Kuwait,Daily Confirmed Cases,1/11/2021,527
Kuwait,Daily Confirmed Cases,1/12/2021,494
Kuwait,Daily Confirmed Cases,1/13/2021,539
Kuwait,Daily Confirmed Cases,1/14/2021,560
Kuwait,Daily Confirmed Cases,1/15/2021,530
Kuwait,Daily Confirmed Cases,1/16/2021,435
Kuwait,Daily Confirmed Cases,1/17/2021,378
Kuwait,Daily Confirmed Cases,1/18/2021,467
Kuwait,Daily Confirmed Cases,1/19/2021,578
Kuwait,Daily Confirmed Cases,1/20/2021,442
Kuwait,Daily Confirmed Cases,1/21/2021,570
Kuwait,Daily Confirmed Cases,1/22/2021,533
Kuwait,Daily Confirmed Cases,1/23/2021,534
Kuwait,Daily Confirmed Cases,1/24/2021,384
Kuwait,Daily Confirmed Cases,1/25/2021,492
Kuwait,Daily Confirmed Cases,1/26/2021,505
Kuwait,Daily Confirmed Cases,1/27/2021,580
Kuwait,Daily Confirmed Cases,1/28/2021,588
Kuwait,Daily Confirmed Cases,1/29/2021,658
Kuwait,Daily Confirmed Cases,1/30/2021,514
Kuwait,Daily Confirmed Cases,1/31/2021,635
Kuwait,Daily Confirmed Cases,2/1/2021,586
Kuwait,Daily Confirmed Cases,2/2/2021,811
Kuwait,Daily Confirmed Cases,2/3/2021,756
Kuwait,Daily Confirmed Cases,2/4/2021,840
Kuwait,Daily Confirmed Cases,2/5/2021,940
Kuwait,Daily Confirmed Cases,2/6/2021,846
Kuwait,Daily Confirmed Cases,2/7/2021,962
Kuwait,Daily Confirmed Cases,2/8/2021,996
Kuwait,Daily Confirmed Cases,2/9/2021,1002
Kuwait,Daily Confirmed Cases,2/10/2021,987
Kuwait,Daily Confirmed Cases,2/11/2021,1048
Kuwait,Daily Confirmed Cases,2/12/2021,1021
Kuwait,Daily Confirmed Cases,2/13/2021,851
Kuwait,Daily Confirmed Cases,2/14/2021,798
Kuwait,Daily Confirmed Cases,2/15/2021,823
Kuwait,Daily Confirmed Cases,2/16/2021,964
Kuwait,Daily Confirmed Cases,2/17/2021,1017
Kuwait,Daily Confirmed Cases,2/18/2021,979
Kuwait,Daily Confirmed Cases,2/19/2021,976
Kuwait,Daily Confirmed Cases,2/20/2021,862
Kuwait,Daily Confirmed Cases,2/21/2021,768
Kuwait,Daily Confirmed Cases,2/22/2021,899
Kuwait,Daily Confirmed Cases,2/23/2021,1015
Kuwait,Daily Confirmed Cases,2/24/2021,1001
Kuwait,Daily Confirmed Cases,2/25/2021,1019
Kuwait,Daily Confirmed Cases,2/26/2021,1022
Kuwait,Daily Confirmed Cases,2/27/2021,844
Kuwait,Daily Confirmed Cases,2/28/2021,962
Kuwait,Daily Confirmed Cases,3/1/2021,1179
Kuwait,Daily Confirmed Cases,3/2/2021,1341
Kuwait,Daily Confirmed Cases,3/3/2021,1409
Kuwait,Daily Confirmed Cases,3/4/2021,1716
Kuwait,Daily Confirmed Cases,3/5/2021,1613
Kuwait,Daily Confirmed Cases,3/6/2021,1318
Kuwait,Daily Confirmed Cases,3/7/2021,1144
Kuwait,Daily Confirmed Cases,3/8/2021,1326
Kuwait,Daily Confirmed Cases,3/9/2021,1157
Kuwait,Daily Confirmed Cases,3/10/2021,1333
Kuwait,Daily Confirmed Cases,3/11/2021,1505
Kuwait,Daily Confirmed Cases,3/12/2021,1356
Kuwait,Daily Confirmed Cases,3/13/2021,1211
Kuwait,Daily Confirmed Cases,3/14/2021,1063
Oman,Daily Confirmed Cases,1/25/2020,
Oman,Daily Confirmed Cases,1/26/2020,
Oman,Daily Confirmed Cases,1/27/2020,
Oman,Daily Confirmed Cases,1/28/2020,
Oman,Daily Confirmed Cases,1/29/2020,
Oman,Daily Confirmed Cases,1/30/2020,
Oman,Daily Confirmed Cases,1/31/2020,
Oman,Daily Confirmed Cases,2/1/2020,
Oman,Daily Confirmed Cases,2/2/2020,
Oman,Daily Confirmed Cases,2/3/2020,
Oman,Daily Confirmed Cases,2/4/2020,
Oman,Daily Confirmed Cases,2/5/2020,
Oman,Daily Confirmed Cases,2/6/2020,
Oman,Daily Confirmed Cases,2/7/2020,
Oman,Daily Confirmed Cases,2/8/2020,
Oman,Daily Confirmed Cases,2/9/2020,
Oman,Daily Confirmed Cases,2/10/2020,
Oman,Daily Confirmed Cases,2/11/2020,
Oman,Daily Confirmed Cases,2/12/2020,
Oman,Daily Confirmed Cases,2/13/2020,
Oman,Daily Confirmed Cases,2/14/2020,
Oman,Daily Confirmed Cases,2/15/2020,
Oman,Daily Confirmed Cases,2/16/2020,
Oman,Daily Confirmed Cases,2/17/2020,
Oman,Daily Confirmed Cases,2/18/2020,
Oman,Daily Confirmed Cases,2/19/2020,
Oman,Daily Confirmed Cases,2/20/2020,
Oman,Daily Confirmed Cases,2/21/2020,
Oman,Daily Confirmed Cases,2/22/2020,
Oman,Daily Confirmed Cases,2/23/2020,
Oman,Daily Confirmed Cases,2/24/2020,2
Oman,Daily Confirmed Cases,2/25/2020,2
Oman,Daily Confirmed Cases,2/26/2020,
Oman,Daily Confirmed Cases,2/27/2020,2
Oman,Daily Confirmed Cases,2/28/2020,
Oman,Daily Confirmed Cases,2/29/2020,2
Oman,Daily Confirmed Cases,3/1/2020,1
Oman,Daily Confirmed Cases,3/2/2020,
Oman,Daily Confirmed Cases,3/3/2020,8
Oman,Daily Confirmed Cases,3/4/2020,1
Oman,Daily Confirmed Cases,3/5/2020,
Oman,Daily Confirmed Cases,3/6/2020,
Oman,Daily Confirmed Cases,3/7/2020,
Oman,Daily Confirmed Cases,3/8/2020,2
Oman,Daily Confirmed Cases,3/9/2020,
Oman,Daily Confirmed Cases,3/10/2020,
Oman,Daily Confirmed Cases,3/11/2020,
Oman,Daily Confirmed Cases,3/12/2020,2
Oman,Daily Confirmed Cases,3/13/2020,
Oman,Daily Confirmed Cases,3/14/2020,
Oman,Daily Confirmed Cases,3/15/2020,2
Oman,Daily Confirmed Cases,3/16/2020,2
Oman,Daily Confirmed Cases,3/17/2020,9
Oman,Daily Confirmed Cases,3/18/2020,6
Oman,Daily Confirmed Cases,3/19/2020,9
Oman,Daily Confirmed Cases,3/20/2020,
Oman,Daily Confirmed Cases,3/21/2020,4
Oman,Daily Confirmed Cases,3/22/2020,3
Oman,Daily Confirmed Cases,3/23/2020,11
Oman,Daily Confirmed Cases,3/24/2020,18
Oman,Daily Confirmed Cases,3/25/2020,15
Oman,Daily Confirmed Cases,3/26/2020,10
Oman,Daily Confirmed Cases,3/27/2020,22
Oman,Daily Confirmed Cases,3/28/2020,21
Oman,Daily Confirmed Cases,3/29/2020,15
Oman,Daily Confirmed Cases,3/30/2020,12
Oman,Daily Confirmed Cases,3/31/2020,13
Oman,Daily Confirmed Cases,4/1/2020,18
Oman,Daily Confirmed Cases,4/2/2020,21
Oman,Daily Confirmed Cases,4/3/2020,21
Oman,Daily Confirmed Cases,4/4/2020,25
Oman,Daily Confirmed Cases,4/5/2020,21
Oman,Daily Confirmed Cases,4/6/2020,33
Oman,Daily Confirmed Cases,4/7/2020,40
Oman,Daily Confirmed Cases,4/8/2020,48
Oman,Daily Confirmed Cases,4/9/2020,38
Oman,Daily Confirmed Cases,4/10/2020,27
Oman,Daily Confirmed Cases,4/11/2020,62
Oman,Daily Confirmed Cases,4/12/2020,53
Oman,Daily Confirmed Cases,4/13/2020,128
Oman,Daily Confirmed Cases,4/14/2020,86
Oman,Daily Confirmed Cases,4/15/2020,97
Oman,Daily Confirmed Cases,4/16/2020,109
Oman,Daily Confirmed Cases,4/17/2020,50
Oman,Daily Confirmed Cases,4/18/2020,111
Oman,Daily Confirmed Cases,4/19/2020,86
Oman,Daily Confirmed Cases,4/20/2020,144
Oman,Daily Confirmed Cases,4/21/2020,98
Oman,Daily Confirmed Cases,4/22/2020,106
Oman,Daily Confirmed Cases,4/23/2020,102
Oman,Daily Confirmed Cases,4/24/2020,74
Oman,Daily Confirmed Cases,4/25/2020,115
Oman,Daily Confirmed Cases,4/26/2020,93
Oman,Daily Confirmed Cases,4/27/2020,51
Oman,Daily Confirmed Cases,4/28/2020,82
Oman,Daily Confirmed Cases,4/29/2020,143
Oman,Daily Confirmed Cases,4/30/2020,74
Oman,Daily Confirmed Cases,5/1/2020,99
Oman,Daily Confirmed Cases,5/2/2020,36
Oman,Daily Confirmed Cases,5/3/2020,85
Oman,Daily Confirmed Cases,5/4/2020,69
Oman,Daily Confirmed Cases,5/5/2020,98
Oman,Daily Confirmed Cases,5/6/2020,168
Oman,Daily Confirmed Cases,5/7/2020,55
Oman,Daily Confirmed Cases,5/8/2020,154
Oman,Daily Confirmed Cases,5/9/2020,112
Oman,Daily Confirmed Cases,5/10/2020,175
Oman,Daily Confirmed Cases,5/11/2020,174
Oman,Daily Confirmed Cases,5/12/2020,148
Oman,Daily Confirmed Cases,5/13/2020,298
Oman,Daily Confirmed Cases,5/14/2020,322
Oman,Daily Confirmed Cases,5/15/2020,284
Oman,Daily Confirmed Cases,5/16/2020,404
Oman,Daily Confirmed Cases,5/17/2020,157
Oman,Daily Confirmed Cases,5/18/2020,193
Oman,Daily Confirmed Cases,5/19/2020,292
Oman,Daily Confirmed Cases,5/20/2020,372
Oman,Daily Confirmed Cases,5/21/2020,327
Oman,Daily Confirmed Cases,5/22/2020,424
Oman,Daily Confirmed Cases,5/23/2020,463
Oman,Daily Confirmed Cases,5/24/2020,513
Oman,Daily Confirmed Cases,5/25/2020,40
Oman,Daily Confirmed Cases,5/26/2020,308
Oman,Daily Confirmed Cases,5/27/2020,255
Oman,Daily Confirmed Cases,5/28/2020,636
Oman,Daily Confirmed Cases,5/29/2020,811
Oman,Daily Confirmed Cases,5/30/2020,603
Oman,Daily Confirmed Cases,5/31/2020,1014
Oman,Daily Confirmed Cases,6/1/2020,786
Oman,Daily Confirmed Cases,6/2/2020,577
Oman,Daily Confirmed Cases,6/3/2020,738
Oman,Daily Confirmed Cases,6/4/2020,778
Oman,Daily Confirmed Cases,6/5/2020,770
Oman,Daily Confirmed Cases,6/6/2020,930
Oman,Daily Confirmed Cases,6/7/2020,866
Oman,Daily Confirmed Cases,6/8/2020,604
Oman,Daily Confirmed Cases,6/9/2020,712
Oman,Daily Confirmed Cases,6/10/2020,689
Oman,Daily Confirmed Cases,6/11/2020,1067
Oman,Daily Confirmed Cases,6/12/2020,1117
Oman,Daily Confirmed Cases,6/13/2020,1006
Oman,Daily Confirmed Cases,6/14/2020,1404
Oman,Daily Confirmed Cases,6/15/2020,1043
Oman,Daily Confirmed Cases,6/16/2020,745
Oman,Daily Confirmed Cases,6/17/2020,810
Oman,Daily Confirmed Cases,6/18/2020,739
Oman,Daily Confirmed Cases,6/19/2020,852
Oman,Daily Confirmed Cases,6/20/2020,896
Oman,Daily Confirmed Cases,6/21/2020,905
Oman,Daily Confirmed Cases,6/22/2020,1605
Oman,Daily Confirmed Cases,6/23/2020,1318
Oman,Daily Confirmed Cases,6/24/2020,1142
Oman,Daily Confirmed Cases,6/25/2020,1366
Oman,Daily Confirmed Cases,6/26/2020,1132
Oman,Daily Confirmed Cases,6/27/2020,919
Oman,Daily Confirmed Cases,6/28/2020,1197
Oman,Daily Confirmed Cases,6/29/2020,910
Oman,Daily Confirmed Cases,6/30/2020,1010
Oman,Daily Confirmed Cases,7/1/2020,1124
Oman,Daily Confirmed Cases,7/2/2020,1361
Oman,Daily Confirmed Cases,7/3/2020,1374
Oman,Daily Confirmed Cases,7/4/2020,1177
Oman,Daily Confirmed Cases,7/5/2020,1072
Oman,Daily Confirmed Cases,7/6/2020,1557
Oman,Daily Confirmed Cases,7/7/2020,1262
Oman,Daily Confirmed Cases,7/8/2020,1210
Oman,Daily Confirmed Cases,7/9/2020,1518
Oman,Daily Confirmed Cases,7/10/2020,1889
Oman,Daily Confirmed Cases,7/11/2020,1083
Oman,Daily Confirmed Cases,7/12/2020,1318
Oman,Daily Confirmed Cases,7/13/2020,2164
Oman,Daily Confirmed Cases,7/14/2020,1389
Oman,Daily Confirmed Cases,7/15/2020,1679
Oman,Daily Confirmed Cases,7/16/2020,1327
Oman,Daily Confirmed Cases,7/17/2020,1619
Oman,Daily Confirmed Cases,7/18/2020,1311
Oman,Daily Confirmed Cases,7/19/2020,1157
Oman,Daily Confirmed Cases,7/20/2020,1739
Oman,Daily Confirmed Cases,7/21/2020,1487
Oman,Daily Confirmed Cases,7/22/2020,1660
Oman,Daily Confirmed Cases,7/23/2020,1099
Oman,Daily Confirmed Cases,7/24/2020,1145
Oman,Daily Confirmed Cases,7/25/2020,1067
Oman,Daily Confirmed Cases,7/26/2020,1147
Oman,Daily Confirmed Cases,7/27/2020,1053
Oman,Daily Confirmed Cases,7/28/2020,846
Oman,Daily Confirmed Cases,7/29/2020,665
Oman,Daily Confirmed Cases,7/30/2020,590
Oman,Daily Confirmed Cases,7/31/2020,
Oman,Daily Confirmed Cases,8/1/2020,
Oman,Daily Confirmed Cases,8/2/2020,
Oman,Daily Confirmed Cases,8/3/2020,
Oman,Daily Confirmed Cases,8/4/2020,
Oman,Daily Confirmed Cases,8/5/2020,585
Oman,Daily Confirmed Cases,8/6/2020,427
Oman,Daily Confirmed Cases,8/7/2020,354
Oman,Daily Confirmed Cases,8/8/2020,290
Oman,Daily Confirmed Cases,8/9/2020,223
Oman,Daily Confirmed Cases,8/10/2020,207
Oman,Daily Confirmed Cases,8/11/2020,263
Oman,Daily Confirmed Cases,8/12/2020,249
Oman,Daily Confirmed Cases,8/13/2020,232
Oman,Daily Confirmed Cases,8/14/2020,212
Oman,Daily Confirmed Cases,8/15/2020,181
Oman,Daily Confirmed Cases,8/16/2020,162
Oman,Daily Confirmed Cases,8/17/2020,140
Oman,Daily Confirmed Cases,8/18/2020,192
Oman,Daily Confirmed Cases,8/19/2020,188
Oman,Daily Confirmed Cases,8/20/2020,163
Oman,Daily Confirmed Cases,8/21/2020,
Oman,Daily Confirmed Cases,8/22/2020,
Oman,Daily Confirmed Cases,8/23/2020,
Oman,Daily Confirmed Cases,8/24/2020,740
Oman,Daily Confirmed Cases,8/25/2020,143
Oman,Daily Confirmed Cases,8/26/2020,166
Oman,Daily Confirmed Cases,8/27/2020,187
Oman,Daily Confirmed Cases,8/28/2020,
Oman,Daily Confirmed Cases,8/29/2020,
Oman,Daily Confirmed Cases,8/30/2020,539
Oman,Daily Confirmed Cases,8/31/2020,178
Oman,Daily Confirmed Cases,9/1/2020,206
Oman,Daily Confirmed Cases,9/2/2020,
Oman,Daily Confirmed Cases,9/3/2020,452
Oman,Daily Confirmed Cases,9/4/2020,
Oman,Daily Confirmed Cases,9/5/2020,
Oman,Daily Confirmed Cases,9/6/2020,692
Oman,Daily Confirmed Cases,9/7/2020,256
Oman,Daily Confirmed Cases,9/8/2020,262
Oman,Daily Confirmed Cases,9/9/2020,349
Oman,Daily Confirmed Cases,9/10/2020,398
Oman,Daily Confirmed Cases,9/11/2020,
Oman,Daily Confirmed Cases,9/12/2020,
Oman,Daily Confirmed Cases,9/13/2020,1409
Oman,Daily Confirmed Cases,9/14/2020,476
Oman,Daily Confirmed Cases,9/15/2020,438
Oman,Daily Confirmed Cases,9/16/2020,536
Oman,Daily Confirmed Cases,9/17/2020,557
Oman,Daily Confirmed Cases,9/18/2020,
Oman,Daily Confirmed Cases,9/19/2020,
Oman,Daily Confirmed Cases,9/20/2020,1722
Oman,Daily Confirmed Cases,9/21/2020,576
Oman,Daily Confirmed Cases,9/22/2020,660
Oman,Daily Confirmed Cases,9/23/2020,628
Oman,Daily Confirmed Cases,9/24/2020,568
Oman,Daily Confirmed Cases,9/25/2020,
Oman,Daily Confirmed Cases,9/26/2020,
Oman,Daily Confirmed Cases,9/27/2020,1543
Oman,Daily Confirmed Cases,9/28/2020,607
Oman,Daily Confirmed Cases,9/29/2020,528
Oman,Daily Confirmed Cases,9/30/2020,
Oman,Daily Confirmed Cases,10/1/2020,
Oman,Daily Confirmed Cases,10/2/2020,
Oman,Daily Confirmed Cases,10/3/2020,
Oman,Daily Confirmed Cases,10/4/2020,2685
Oman,Daily Confirmed Cases,10/5/2020,544
Oman,Daily Confirmed Cases,10/6/2020,834
Oman,Daily Confirmed Cases,10/7/2020,817
Oman,Daily Confirmed Cases,10/8/2020,664
Oman,Daily Confirmed Cases,10/9/2020,
Oman,Daily Confirmed Cases,10/10/2020,
Oman,Daily Confirmed Cases,10/11/2020,1761
Oman,Daily Confirmed Cases,10/12/2020,685
Oman,Daily Confirmed Cases,10/13/2020,638
Oman,Daily Confirmed Cases,10/14/2020,563
Oman,Daily Confirmed Cases,10/15/2020,520
Oman,Daily Confirmed Cases,10/16/2020,
Oman,Daily Confirmed Cases,10/17/2020,
Oman,Daily Confirmed Cases,10/18/2020,1657
Oman,Daily Confirmed Cases,10/19/2020,641
Oman,Daily Confirmed Cases,10/20/2020,439
Oman,Daily Confirmed Cases,10/21/2020,451
Oman,Daily Confirmed Cases,10/22/2020,353
Oman,Daily Confirmed Cases,10/23/2020,
Oman,Daily Confirmed Cases,10/24/2020,
Oman,Daily Confirmed Cases,10/25/2020,1095
Oman,Daily Confirmed Cases,10/26/2020,422
Oman,Daily Confirmed Cases,10/27/2020,466
Oman,Daily Confirmed Cases,10/28/2020,614
Oman,Daily Confirmed Cases,10/29/2020,
Oman,Daily Confirmed Cases,10/30/2020,
Oman,Daily Confirmed Cases,10/31/2020,
Oman,Daily Confirmed Cases,11/1/2020,1300
Oman,Daily Confirmed Cases,11/2/2020,418
Oman,Daily Confirmed Cases,11/3/2020,376
Oman,Daily Confirmed Cases,11/4/2020,319
Oman,Daily Confirmed Cases,11/5/2020,320
Oman,Daily Confirmed Cases,11/6/2020,
Oman,Daily Confirmed Cases,11/7/2020,
Oman,Daily Confirmed Cases,11/8/2020,973
Oman,Daily Confirmed Cases,11/9/2020,363
Oman,Daily Confirmed Cases,11/10/2020,381
Oman,Daily Confirmed Cases,11/11/2020,302
Oman,Daily Confirmed Cases,11/12/2020,256
Oman,Daily Confirmed Cases,11/13/2020,
Oman,Daily Confirmed Cases,11/14/2020,
Oman,Daily Confirmed Cases,11/15/2020,947
Oman,Daily Confirmed Cases,11/16/2020,329
Oman,Daily Confirmed Cases,11/17/2020,
Oman,Daily Confirmed Cases,11/18/2020,411
Oman,Daily Confirmed Cases,11/19/2020,231
Oman,Daily Confirmed Cases,11/20/2020,
Oman,Daily Confirmed Cases,11/21/2020,
Oman,Daily Confirmed Cases,11/22/2020,721
Oman,Daily Confirmed Cases,11/23/2020,275
Oman,Daily Confirmed Cases,11/24/2020,223
Oman,Daily Confirmed Cases,11/25/2020,
Oman,Daily Confirmed Cases,11/26/2020,
Oman,Daily Confirmed Cases,11/27/2020,
Oman,Daily Confirmed Cases,11/28/2020,
Oman,Daily Confirmed Cases,11/29/2020,905
Oman,Daily Confirmed Cases,11/30/2020,215
Oman,Daily Confirmed Cases,12/1/2020,209
Oman,Daily Confirmed Cases,12/2/2020,237
Oman,Daily Confirmed Cases,12/3/2020,184
Oman,Daily Confirmed Cases,12/4/2020,
Oman,Daily Confirmed Cases,12/5/2020,
Oman,Daily Confirmed Cases,12/6/2020,557
Oman,Daily Confirmed Cases,12/7/2020,229
Oman,Daily Confirmed Cases,12/8/2020,210
Oman,Daily Confirmed Cases,12/9/2020,165
Oman,Daily Confirmed Cases,12/10/2020,179
Oman,Daily Confirmed Cases,12/11/2020,
Oman,Daily Confirmed Cases,12/12/2020,
Oman,Daily Confirmed Cases,12/13/2020,571
Oman,Daily Confirmed Cases,12/14/2020,264
Oman,Daily Confirmed Cases,12/15/2020,215
Oman,Daily Confirmed Cases,12/16/2020,116
Oman,Daily Confirmed Cases,12/17/2020,184
Oman,Daily Confirmed Cases,12/18/2020,
Oman,Daily Confirmed Cases,12/19/2020,
Oman,Daily Confirmed Cases,12/20/2020,648
Oman,Daily Confirmed Cases,12/21/2020,264
Oman,Daily Confirmed Cases,12/22/2020,212
Oman,Daily Confirmed Cases,12/23/2020,93
Oman,Daily Confirmed Cases,12/24/2020,54
Oman,Daily Confirmed Cases,12/25/2020,
Oman,Daily Confirmed Cases,12/26/2020,
Oman,Daily Confirmed Cases,12/27/2020,182
Oman,Daily Confirmed Cases,12/28/2020,91
Oman,Daily Confirmed Cases,12/29/2020,70
Oman,Daily Confirmed Cases,12/30/2020,86
Oman,Daily Confirmed Cases,12/31/2020,148
Oman,Daily Confirmed Cases,1/1/2021,
Oman,Daily Confirmed Cases,1/2/2021,
Oman,Daily Confirmed Cases,1/3/2021,537
Oman,Daily Confirmed Cases,1/4/2021,180
Oman,Daily Confirmed Cases,1/5/2021,190
Oman,Daily Confirmed Cases,1/6/2021,114
Oman,Daily Confirmed Cases,1/7/2021,182
Oman,Daily Confirmed Cases,1/8/2021,
Oman,Daily Confirmed Cases,1/9/2021,
