Country,Series,Date,Value
Bahrain,Total Active Cases,7/29/2020,3247
Bahrain,Total Active Cases,7/30/2020,3252
Bahrain,Total Active Cases,7/31/2020,2995
Bahrain,Total Active Cases,8/1/2020,2832
Bahrain,Total Active Cases,8/2/2020,2723
Bahrain,Total Active Cases,8/3/2020,2678
Bahrain,Total Active Cases,8/4/2020,2646
Bahrain,Total Active Cases,8/5/2020,2784
Bahrain,Total Active Cases,8/6/2020,2788
Bahrain,Total Active Cases,8/7/2020,2872
Bahrain,Total Active Cases,8/8/2020,2919
Bahrain,Total Active Cases,8/9/2020,2882
Bahrain,Total Active Cases,8/10/2020,3025
Bahrain,Total Active Cases,8/11/2020,3135
Bahrain,Total Active Cases,8/12/2020,3262
Bahrain,Total Active Cases,8/13/2020,3379
Bahrain,Total Active Cases,8/14/2020,3415
Bahrain,Total Active Cases,8/15/2020,3454
Bahrain,Total Active Cases,8/16/2020,3537
Bahrain,Total Active Cases,8/17/2020,3483
Bahrain,Total Active Cases,8/18/2020,3485
Bahrain,Total Active Cases,8/19/2020,3494
Bahrain,Total Active Cases,8/20/2020,3496
Bahrain,Total Active Cases,8/21/2020,3314
Bahrain,Total Active Cases,8/22/2020,3266
Bahrain,Total Active Cases,8/23/2020,3165
Bahrain,Total Active Cases,8/24/2020,3223
Bahrain,Total Active Cases,8/25/2020,3217
Bahrain,Total Active Cases,8/26/2020,3158
Bahrain,Total Active Cases,8/27/2020,3198
Bahrain,Total Active Cases,8/28/2020,3164
Bahrain,Total Active Cases,8/29/2020,2927
Bahrain,Total Active Cases,8/30/2020,2731
Bahrain,Total Active Cases,8/31/2020,2735
Bahrain,Total Active Cases,9/1/2020,2855
Bahrain,Total Active Cases,9/2/2020,2972
Bahrain,Total Active Cases,9/3/2020,3230
Bahrain,Total Active Cases,9/4/2020,3577
Bahrain,Total Active Cases,9/5/2020,3930
Bahrain,Total Active Cases,9/6/2020,4270
Bahrain,Total Active Cases,9/7/2020,4636
Bahrain,Total Active Cases,9/8/2020,5002
Bahrain,Total Active Cases,9/9/2020,5428
Bahrain,Total Active Cases,9/10/2020,5716
Bahrain,Total Active Cases,9/11/2020,5855
Bahrain,Total Active Cases,9/12/2020,6183
Bahrain,Total Active Cases,9/13/2020,6414
Bahrain,Total Active Cases,9/14/2020,6548
Bahrain,Total Active Cases,9/15/2020,6599
Bahrain,Total Active Cases,9/16/2020,6824
Bahrain,Total Active Cases,9/17/2020,6885
Bahrain,Total Active Cases,9/18/2020,6959
Bahrain,Total Active Cases,9/19/2020,6979
Bahrain,Total Active Cases,9/20/2020,6868
Bahrain,Total Active Cases,9/21/2020,6902
Bahrain,Total Active Cases,9/22/2020,6808
Bahrain,Total Active Cases,9/23/2020,6666
Bahrain,Total Active Cases,9/24/2020,6617
Bahrain,Total Active Cases,9/25/2020,6479
Bahrain,Total Active Cases,9/26/2020,6284
Bahrain,Total Active Cases,9/27/2020,6232
Bahrain,Total Active Cases,9/28/2020,6054
Bahrain,Total Active Cases,9/29/2020,5909
Bahrain,Total Active Cases,9/30/2020,5775
Bahrain,Total Active Cases,10/1/2020,5570
Bahrain,Total Active Cases,10/2/2020,5364
Bahrain,Total Active Cases,10/3/2020,5239
Bahrain,Total Active Cases,10/4/2020,4927
Bahrain,Total Active Cases,10/5/2020,4922
Bahrain,Total Active Cases,10/6/2020,4608
Bahrain,Total Active Cases,10/7/2020,4259
Bahrain,Total Active Cases,10/8/2020,4304
Bahrain,Total Active Cases,10/9/2020,4183
Bahrain,Total Active Cases,10/10/2020,4206
Bahrain,Total Active Cases,10/11/2020,4090
Bahrain,Total Active Cases,10/12/2020,3981
Bahrain,Total Active Cases,10/13/2020,3823
Bahrain,Total Active Cases,10/14/2020,3773
Bahrain,Total Active Cases,10/15/2020,3652
Bahrain,Total Active Cases,10/16/2020,3612
Bahrain,Total Active Cases,10/17/2020,3437
Bahrain,Total Active Cases,10/18/2020,3282
Bahrain,Total Active Cases,10/19/2020,3239
Bahrain,Total Active Cases,10/20/2020,3139
Bahrain,Total Active Cases,10/21/2020,3175
Bahrain,Total Active Cases,10/22/2020,3063
Bahrain,Total Active Cases,10/23/2020,3120
Bahrain,Total Active Cases,10/24/2020,3189
Bahrain,Total Active Cases,10/25/2020,3167
Bahrain,Total Active Cases,10/26/2020,3085
Bahrain,Total Active Cases,10/27/2020,3028
Bahrain,Total Active Cases,10/28/2020,3008
Bahrain,Total Active Cases,10/29/2020,2843
Bahrain,Total Active Cases,10/30/2020,2782
Bahrain,Total Active Cases,10/31/2020,2605
Bahrain,Total Active Cases,11/1/2020,2605
Bahrain,Total Active Cases,11/2/2020,2493
Bahrain,Total Active Cases,11/3/2020,2359
Bahrain,Total Active Cases,11/4/2020,2368
Bahrain,Total Active Cases,11/5/2020,2284
Bahrain,Total Active Cases,11/6/2020,2169
Bahrain,Total Active Cases,11/7/2020,2172
Bahrain,Total Active Cases,11/8/2020,2127
Bahrain,Total Active Cases,11/9/2020,2078
Bahrain,Total Active Cases,11/10/2020,2065
Bahrain,Total Active Cases,11/11/2020,2052
Bahrain,Total Active Cases,11/12/2020,2014
Bahrain,Total Active Cases,11/13/2020,1979
Bahrain,Total Active Cases,11/14/2020,1890
Bahrain,Total Active Cases,11/15/2020,1900
Bahrain,Total Active Cases,11/16/2020,1865
Bahrain,Total Active Cases,11/17/2020,1771
Bahrain,Total Active Cases,11/18/2020,1758
Bahrain,Total Active Cases,11/19/2020,1736
Bahrain,Total Active Cases,11/20/2020,1713
Bahrain,Total Active Cases,11/21/2020,1636
Bahrain,Total Active Cases,11/22/2020,1538
Bahrain,Total Active Cases,11/23/2020,1530
Bahrain,Total Active Cases,11/24/2020,1510
Bahrain,Total Active Cases,11/25/2020,1510
Bahrain,Total Active Cases,11/26/2020,1496
Bahrain,Total Active Cases,11/27/2020,1521
Bahrain,Total Active Cases,11/28/2020,1519
Bahrain,Total Active Cases,11/29/2020,1469
Bahrain,Total Active Cases,11/30/2020,1474
Bahrain,Total Active Cases,12/1/2020,1439
Bahrain,Total Active Cases,12/2/2020,1466
Bahrain,Total Active Cases,12/3/2020,1493
Bahrain,Total Active Cases,12/4/2020,1549
Bahrain,Total Active Cases,12/5/2020,1515
Bahrain,Total Active Cases,12/6/2020,1559
Bahrain,Total Active Cases,12/7/2020,1555
Bahrain,Total Active Cases,12/8/2020,1603
Bahrain,Total Active Cases,12/9/2020,1630
Bahrain,Total Active Cases,12/10/2020,1601
Bahrain,Total Active Cases,12/11/2020,1606
Bahrain,Total Active Cases,12/12/2020,1592
Bahrain,Total Active Cases,12/13/2020,1613
Bahrain,Total Active Cases,12/14/2020,1588
Bahrain,Total Active Cases,12/15/2020,1606
Bahrain,Total Active Cases,12/16/2020,1561
Bahrain,Total Active Cases,12/17/2020,1548
Bahrain,Total Active Cases,12/18/2020,1531
Bahrain,Total Active Cases,12/19/2020,1535
Bahrain,Total Active Cases,12/20/2020,1602
Bahrain,Total Active Cases,12/21/2020,1558
Bahrain,Total Active Cases,12/22/2020,1618
Bahrain,Total Active Cases,12/23/2020,1641
Bahrain,Total Active Cases,12/24/2020,1757
Bahrain,Total Active Cases,12/25/2020,1801
Bahrain,Total Active Cases,12/26/2020,1841
Bahrain,Total Active Cases,12/27/2020,1926
Bahrain,Total Active Cases,12/28/2020,1941
Bahrain,Total Active Cases,12/29/2020,2014
Bahrain,Total Active Cases,12/30/2020,2047
Bahrain,Total Active Cases,12/31/2020,2106
Bahrain,Total Active Cases,1/1/2021,2192
Bahrain,Total Active Cases,1/2/2021,2274
Bahrain,Total Active Cases,1/3/2021,2440
Bahrain,Total Active Cases,1/4/2021,2419
Bahrain,Total Active Cases,1/5/2021,2430
Bahrain,Total Active Cases,1/6/2021,2500
Bahrain,Total Active Cases,1/7/2021,2650
Bahrain,Total Active Cases,1/8/2021,2801
Bahrain,Total Active Cases,1/9/2021,2849
Bahrain,Total Active Cases,1/10/2021,2840
Bahrain,Total Active Cases,1/11/2021,2878
Bahrain,Total Active Cases,1/12/2021,2919
Bahrain,Total Active Cases,1/13/2021,2954
Bahrain,Total Active Cases,1/14/2021,3127
Bahrain,Total Active Cases,1/15/2021,2937
Bahrain,Total Active Cases,1/16/2021,2871
Bahrain,Total Active Cases,1/17/2021,2950
Bahrain,Total Active Cases,1/18/2021,2934
Bahrain,Total Active Cases,1/19/2021,2961
Bahrain,Total Active Cases,1/20/2021,2967
Bahrain,Total Active Cases,1/21/2021,2918
Bahrain,Total Active Cases,1/22/2021,2942
Bahrain,Total Active Cases,1/23/2021,2977
Bahrain,Total Active Cases,1/24/2021,2918
Bahrain,Total Active Cases,1/25/2021,3100
Bahrain,Total Active Cases,1/26/2021,3313
Bahrain,Total Active Cases,1/27/2021,3408
Bahrain,Total Active Cases,1/28/2021,3467
Bahrain,Total Active Cases,1/29/2021,3651
Bahrain,Total Active Cases,1/30/2021,4094
Bahrain,Total Active Cases,1/31/2021,4083
Bahrain,Total Active Cases,2/1/2021,4206
Bahrain,Total Active Cases,2/2/2021,4578
Bahrain,Total Active Cases,2/3/2021,4889
Bahrain,Total Active Cases,2/4/2021,5180
Bahrain,Total Active Cases,2/5/2021,5458
Bahrain,Total Active Cases,2/6/2021,5562
Bahrain,Total Active Cases,2/7/2021,5781
Bahrain,Total Active Cases,2/8/2021,6036
Bahrain,Total Active Cases,2/9/2021,6131
Bahrain,Total Active Cases,2/10/2021,6488
Bahrain,Total Active Cases,2/11/2021,6772
Bahrain,Total Active Cases,2/12/2021,7039
Bahrain,Total Active Cases,2/13/2021,7217
Bahrain,Total Active Cases,2/14/2021,7173
Bahrain,Total Active Cases,2/15/2021,7400
Bahrain,Total Active Cases,2/16/2021,7539
Bahrain,Total Active Cases,2/17/2021,7631
Bahrain,Total Active Cases,2/18/2021,7642
Bahrain,Total Active Cases,2/19/2021,7711
Bahrain,Total Active Cases,2/20/2021,7729
Bahrain,Total Active Cases,2/21/2021,7379
Bahrain,Total Active Cases,2/22/2021,7274
Bahrain,Total Active Cases,2/23/2021,7081
Bahrain,Total Active Cases,2/24/2021,7098
Bahrain,Total Active Cases,2/25/2021,6924
Bahrain,Total Active Cases,2/26/2021,6886
Bahrain,Total Active Cases,2/27/2021,6862
Bahrain,Total Active Cases,2/28/2021,6856
Bahrain,Total Active Cases,3/1/2021,6692
Bahrain,Total Active Cases,3/2/2021,6591
Bahrain,Total Active Cases,3/3/2021,6785
Bahrain,Total Active Cases,3/4/2021,6739
Bahrain,Total Active Cases,3/5/2021,6745
Bahrain,Total Active Cases,3/6/2021,6610
Bahrain,Total Active Cases,3/7/2021,6359
Bahrain,Total Active Cases,3/8/2021,6293
Bahrain,Total Active Cases,3/9/2021,6220
Bahrain,Total Active Cases,3/10/2021,6176
Bahrain,Total Active Cases,3/11/2021,6187
Bahrain,Total Active Cases,3/12/2021,6175
Bahrain,Total Active Cases,3/13/2021,6252
Bahrain,Total Active Cases,3/14/2021,6150
Kuwait,Total Active Cases,1/25/2020,
Kuwait,Total Active Cases,1/26/2020,
Kuwait,Total Active Cases,1/27/2020,
Kuwait,Total Active Cases,1/28/2020,
Kuwait,Total Active Cases,1/29/2020,
Kuwait,Total Active Cases,1/30/2020,
Kuwait,Total Active Cases,1/31/2020,
Kuwait,Total Active Cases,2/1/2020,
Kuwait,Total Active Cases,2/2/2020,
Kuwait,Total Active Cases,2/3/2020,
Kuwait,Total Active Cases,2/4/2020,
Kuwait,Total Active Cases,2/5/2020,
Kuwait,Total Active Cases,2/6/2020,
Kuwait,Total Active Cases,2/7/2020,
Kuwait,Total Active Cases,2/8/2020,
Kuwait,Total Active Cases,2/9/2020,
Kuwait,Total Active Cases,2/10/2020,
Kuwait,Total Active Cases,2/11/2020,
Kuwait,Total Active Cases,2/12/2020,
Kuwait,Total Active Cases,2/13/2020,
Kuwait,Total Active Cases,2/14/2020,
Kuwait,Total Active Cases,2/15/2020,
Kuwait,Total Active Cases,2/16/2020,
Kuwait,Total Active Cases,2/17/2020,
Kuwait,Total Active Cases,2/18/2020,
Kuwait,Total Active Cases,2/19/2020,
Kuwait,Total Active Cases,2/20/2020,
Kuwait,Total Active Cases,2/21/2020,
Kuwait,Total Active Cases,2/22/2020,
Kuwait,Total Active Cases,2/23/2020,
Kuwait,Total Active Cases,2/24/2020,3
Kuwait,Total Active Cases,2/25/2020,11
Kuwait,Total Active Cases,2/26/2020,26
Kuwait,Total Active Cases,2/27/2020,43
Kuwait,Total Active Cases,2/28/2020,45
Kuwait,Total Active Cases,2/29/2020,45
Kuwait,Total Active Cases,3/1/2020,46
Kuwait,Total Active Cases,3/2/2020,56
Kuwait,Total Active Cases,3/3/2020,56
Kuwait,Total Active Cases,3/4/2020,56
Kuwait,Total Active Cases,3/5/2020,57
Kuwait,Total Active Cases,3/6/2020,57
Kuwait,Total Active Cases,3/7/2020,60
Kuwait,Total Active Cases,3/8/2020,63
Kuwait,Total Active Cases,3/9/2020,63
Kuwait,Total Active Cases,3/10/2020,67
Kuwait,Total Active Cases,3/11/2020,67
Kuwait,Total Active Cases,3/12/2020,75
Kuwait,Total Active Cases,3/13/2020,95
Kuwait,Total Active Cases,3/14/2020,99
Kuwait,Total Active Cases,3/15/2020,103
Kuwait,Total Active Cases,3/16/2020,111
Kuwait,Total Active Cases,3/17/2020,118
Kuwait,Total Active Cases,3/18/2020,127
Kuwait,Total Active Cases,3/19/2020,130
Kuwait,Total Active Cases,3/20/2020,137
Kuwait,Total Active Cases,3/21/2020,149
Kuwait,Total Active Cases,3/22/2020,158
Kuwait,Total Active Cases,3/23/2020,159
Kuwait,Total Active Cases,3/24/2020,152
Kuwait,Total Active Cases,3/25/2020,152
Kuwait,Total Active Cases,3/26/2020,159
Kuwait,Total Active Cases,3/27/2020,168
Kuwait,Total Active Cases,3/28/2020,171
Kuwait,Total Active Cases,3/29/2020,188
Kuwait,Total Active Cases,3/30/2020,194
Kuwait,Total Active Cases,3/31/2020,216
Kuwait,Total Active Cases,4/1/2020,237
Kuwait,Total Active Cases,4/2/2020,261
Kuwait,Total Active Cases,4/3/2020,335
Kuwait,Total Active Cases,4/4/2020,385
Kuwait,Total Active Cases,4/5/2020,456
Kuwait,Total Active Cases,4/6/2020,561
Kuwait,Total Active Cases,4/7/2020,637
Kuwait,Total Active Cases,4/8/2020,743
Kuwait,Total Active Cases,4/9/2020,798
Kuwait,Total Active Cases,4/10/2020,869
Kuwait,Total Active Cases,4/11/2020,1020
Kuwait,Total Active Cases,4/12/2020,1091
Kuwait,Total Active Cases,4/13/2020,1148
Kuwait,Total Active Cases,4/14/2020,1176
Kuwait,Total Active Cases,4/15/2020,1196
Kuwait,Total Active Cases,4/16/2020,1296
Kuwait,Total Active Cases,4/17/2020,1395
Kuwait,Total Active Cases,4/18/2020,1465
Kuwait,Total Active Cases,4/19/2020,1603
Kuwait,Total Active Cases,4/20/2020,1619
Kuwait,Total Active Cases,4/21/2020,1657
Kuwait,Total Active Cases,4/22/2020,1792
Kuwait,Total Active Cases,4/23/2020,1887
Kuwait,Total Active Cases,4/24/2020,1986
Kuwait,Total Active Cases,4/25/2020,2217
Kuwait,Total Active Cases,4/26/2020,2249
Kuwait,Total Active Cases,4/27/2020,2254
Kuwait,Total Active Cases,4/28/2020,2241
Kuwait,Total Active Cases,4/29/2020,2327
Kuwait,Total Active Cases,4/30/2020,2459
Kuwait,Total Active Cases,5/1/2020,2745
Kuwait,Total Active Cases,5/2/2020,2883
Kuwait,Total Active Cases,5/3/2020,3169
Kuwait,Total Active Cases,5/4/2020,3291
Kuwait,Total Active Cases,5/5/2020,3732
Kuwait,Total Active Cases,5/6/2020,4028
Kuwait,Total Active Cases,5/7/2020,4142
Kuwait,Total Active Cases,5/8/2020,4695
Kuwait,Total Active Cases,5/9/2020,4952
Kuwait,Total Active Cases,5/10/2020,5901
Kuwait,Total Active Cases,5/11/2020,6314
Kuwait,Total Active Cases,5/12/2020,7101
Kuwait,Total Active Cases,5/13/2020,7683
Kuwait,Total Active Cases,5/14/2020,8436
Kuwait,Total Active Cases,5/15/2020,9124
Kuwait,Total Active Cases,5/16/2020,9852
Kuwait,Total Active Cases,5/17/2020,10645
Kuwait,Total Active Cases,5/18/2020,11234
Kuwait,Total Active Cases,5/19/2020,11962
Kuwait,Total Active Cases,5/20/2020,12559
Kuwait,Total Active Cases,5/21/2020,13275
Kuwait,Total Active Cases,5/22/2020,13911
Kuwait,Total Active Cases,5/23/2020,14569
Kuwait,Total Active Cases,5/24/2020,15029
Kuwait,Total Active Cases,5/25/2020,15181
Kuwait,Total Active Cases,5/26/2020,15097
Kuwait,Total Active Cases,5/27/2020,15146
Kuwait,Total Active Cases,5/28/2020,15229
Kuwait,Total Active Cases,5/29/2020,15717
Kuwait,Total Active Cases,5/30/2020,15831
Kuwait,Total Active Cases,5/31/2020,15445
Kuwait,Total Active Cases,6/1/2020,14643
Kuwait,Total Active Cases,6/2/2020,14142
Kuwait,Total Active Cases,6/3/2020,13379
Kuwait,Total Active Cases,6/4/2020,12462
Kuwait,Total Active Cases,6/5/2020,12123
Kuwait,Total Active Cases,6/6/2020,11595
Kuwait,Total Active Cases,6/7/2020,11379
Kuwait,Total Active Cases,6/8/2020,10999
Kuwait,Total Active Cases,6/9/2020,10705
Kuwait,Total Active Cases,6/10/2020,10260
Kuwait,Total Active Cases,6/11/2020,10016
Kuwait,Total Active Cases,6/12/2020,9619
Kuwait,Total Active Cases,6/13/2020,9295
Kuwait,Total Active Cases,6/14/2020,8865
Kuwait,Total Active Cases,6/15/2020,8602
Kuwait,Total Active Cases,6/16/2020,8449
Kuwait,Total Active Cases,6/17/2020,8331
Kuwait,Total Active Cases,6/18/2020,8254
Kuwait,Total Active Cases,6/19/2020,8175
Kuwait,Total Active Cases,6/20/2020,8100
Kuwait,Total Active Cases,6/21/2020,8084
Kuwait,Total Active Cases,6/22/2020,8191
Kuwait,Total Active Cases,6/23/2020,8395
Kuwait,Total Active Cases,6/24/2020,8733
Kuwait,Total Active Cases,6/25/2020,9082
Kuwait,Total Active Cases,6/26/2020,9393
Kuwait,Total Active Cases,6/27/2020,9461
Kuwait,Total Active Cases,6/28/2020,9100
Kuwait,Total Active Cases,6/29/2020,8861
Kuwait,Total Active Cases,6/30/2020,8811
Kuwait,Total Active Cases,7/1/2020,8867
Kuwait,Total Active Cases,7/2/2020,9110
Kuwait,Total Active Cases,7/3/2020,9036
Kuwait,Total Active Cases,7/4/2020,8995
Kuwait,Total Active Cases,7/5/2020,9110
Kuwait,Total Active Cases,7/6/2020,9270
Kuwait,Total Active Cases,7/7/2020,9353
Kuwait,Total Active Cases,7/8/2020,9520
Kuwait,Total Active Cases,7/9/2020,9772
Kuwait,Total Active Cases,7/10/2020,9983
Kuwait,Total Active Cases,7/11/2020,9711
Kuwait,Total Active Cases,7/12/2020,9894
Kuwait,Total Active Cases,7/13/2020,9759
Kuwait,Total Active Cases,7/14/2020,9617
Kuwait,Total Active Cases,7/15/2020,9581
Kuwait,Total Active Cases,7/16/2020,9721
Kuwait,Total Active Cases,7/17/2020,9436
Kuwait,Total Active Cases,7/18/2020,9477
Kuwait,Total Active Cases,7/19/2020,9109
Kuwait,Total Active Cases,7/20/2020,9016
Kuwait,Total Active Cases,7/21/2020,9103
Kuwait,Total Active Cases,7/22/2020,9248
Kuwait,Total Active Cases,7/23/2020,9204
Kuwait,Total Active Cases,7/24/2020,9285
Kuwait,Total Active Cases,7/25/2020,9273
Kuwait,Total Active Cases,7/26/2020,8967
Kuwait,Total Active Cases,7/27/2020,8884
Kuwait,Total Active Cases,7/28/2020,9026
Kuwait,Total Active Cases,7/29/2020,8992
Kuwait,Total Active Cases,7/30/2020,8754
Kuwait,Total Active Cases,7/31/2020,8578
Kuwait,Total Active Cases,8/1/2020,8470
Kuwait,Total Active Cases,8/2/2020,8241
Kuwait,Total Active Cases,8/3/2020,8099
Kuwait,Total Active Cases,8/4/2020,7983
Kuwait,Total Active Cases,8/5/2020,8051
Kuwait,Total Active Cases,8/6/2020,7966
Kuwait,Total Active Cases,8/7/2020,7926
Kuwait,Total Active Cases,8/8/2020,7919
Kuwait,Total Active Cases,8/9/2020,7716
Kuwait,Total Active Cases,8/10/2020,7890
Kuwait,Total Active Cases,8/11/2020,7823
Kuwait,Total Active Cases,8/12/2020,7845
Kuwait,Total Active Cases,8/13/2020,7898
Kuwait,Total Active Cases,8/14/2020,7951
Kuwait,Total Active Cases,8/15/2020,7680
Kuwait,Total Active Cases,8/16/2020,7569
Kuwait,Total Active Cases,8/17/2020,7692
Kuwait,Total Active Cases,8/18/2020,7722
Kuwait,Total Active Cases,8/19/2020,7867
Kuwait,Total Active Cases,8/20/2020,7616
Kuwait,Total Active Cases,8/21/2020,7494
Kuwait,Total Active Cases,8/22/2020,7674
Kuwait,Total Active Cases,8/23/2020,7706
Kuwait,Total Active Cases,8/24/2020,7517
Kuwait,Total Active Cases,8/25/2020,7652
Kuwait,Total Active Cases,8/26/2020,7844
Kuwait,Total Active Cases,8/27/2020,7901
Kuwait,Total Active Cases,8/28/2020,7733
Kuwait,Total Active Cases,8/29/2020,7703
Kuwait,Total Active Cases,8/30/2020,7456
Kuwait,Total Active Cases,8/31/2020,7354
Kuwait,Total Active Cases,9/1/2020,7620
Kuwait,Total Active Cases,9/2/2020,7734
Kuwait,Total Active Cases,9/3/2020,8051
Kuwait,Total Active Cases,9/4/2020,8289
Kuwait,Total Active Cases,9/5/2020,8520
Kuwait,Total Active Cases,9/6/2020,8517
Kuwait,Total Active Cases,9/7/2020,8804
Kuwait,Total Active Cases,9/8/2020,9042
Kuwait,Total Active Cases,9/9/2020,9308
Kuwait,Total Active Cases,9/10/2020,9226
Kuwait,Total Active Cases,9/11/2020,9258
Kuwait,Total Active Cases,9/12/2020,9249
Kuwait,Total Active Cases,9/13/2020,9209
Kuwait,Total Active Cases,9/14/2020,9408
Kuwait,Total Active Cases,9/15/2020,9514
Kuwait,Total Active Cases,9/16/2020,9241
Kuwait,Total Active Cases,9/17/2020,9338
Kuwait,Total Active Cases,9/18/2020,9172
Kuwait,Total Active Cases,9/19/2020,8970
Kuwait,Total Active Cases,9/20/2020,8682
Kuwait,Total Active Cases,9/21/2020,8449
Kuwait,Total Active Cases,9/22/2020,8483
Kuwait,Total Active Cases,9/23/2020,8368
Kuwait,Total Active Cases,9/24/2020,8298
Kuwait,Total Active Cases,9/25/2020,8284
Kuwait,Total Active Cases,9/26/2020,8391
Kuwait,Total Active Cases,9/27/2020,8014
Kuwait,Total Active Cases,9/28/2020,7865
Kuwait,Total Active Cases,9/29/2020,7912
Kuwait,Total Active Cases,9/30/2020,7884
Kuwait,Total Active Cases,10/1/2020,7867
Kuwait,Total Active Cases,10/2/2020,7574
Kuwait,Total Active Cases,10/3/2020,7403
Kuwait,Total Active Cases,10/4/2020,7361
Kuwait,Total Active Cases,10/5/2020,7415
Kuwait,Total Active Cases,10/6/2020,7457
Kuwait,Total Active Cases,10/7/2020,7328
Kuwait,Total Active Cases,10/8/2020,7485
Kuwait,Total Active Cases,10/9/2020,7403
Kuwait,Total Active Cases,10/10/2020,7191
Kuwait,Total Active Cases,10/11/2020,7190
Kuwait,Total Active Cases,10/12/2020,7427
Kuwait,Total Active Cases,10/13/2020,7557
Kuwait,Total Active Cases,10/14/2020,7357
Kuwait,Total Active Cases,10/15/2020,7485
Kuwait,Total Active Cases,10/16/2020,7559
Kuwait,Total Active Cases,10/17/2020,7681
Kuwait,Total Active Cases,10/18/2020,7585
Kuwait,Total Active Cases,10/19/2020,7516
Kuwait,Total Active Cases,10/20/2020,7806
Kuwait,Total Active Cases,10/21/2020,7894
Kuwait,Total Active Cases,10/22/2020,7976
Kuwait,Total Active Cases,10/23/2020,8052
Kuwait,Total Active Cases,10/24/2020,8073
Kuwait,Total Active Cases,10/25/2020,8118
Kuwait,Total Active Cases,10/26/2020,8177
Kuwait,Total Active Cases,10/27/2020,8220
Kuwait,Total Active Cases,10/28/2020,8220
Kuwait,Total Active Cases,10/29/2020,8424
Kuwait,Total Active Cases,10/30/2020,8362
Kuwait,Total Active Cases,10/31/2020,8285
Kuwait,Total Active Cases,11/1/2020,8194
Kuwait,Total Active Cases,11/2/2020,8121
Kuwait,Total Active Cases,11/3/2020,8211
Kuwait,Total Active Cases,11/4/2020,8307
Kuwait,Total Active Cases,11/5/2020,8275
Kuwait,Total Active Cases,11/6/2020,8396
Kuwait,Total Active Cases,11/7/2020,8508
Kuwait,Total Active Cases,11/8/2020,8356
Kuwait,Total Active Cases,11/9/2020,8348
Kuwait,Total Active Cases,11/10/2020,8404
Kuwait,Total Active Cases,11/11/2020,8428
Kuwait,Total Active Cases,11/12/2020,8509
Kuwait,Total Active Cases,11/13/2020,8473
Kuwait,Total Active Cases,11/14/2020,8604
Kuwait,Total Active Cases,11/15/2020,8417
Kuwait,Total Active Cases,11/16/2020,8073
Kuwait,Total Active Cases,11/17/2020,7996
Kuwait,Total Active Cases,11/18/2020,7641
Kuwait,Total Active Cases,11/19/2020,7537
Kuwait,Total Active Cases,11/20/2020,7398
Kuwait,Total Active Cases,11/21/2020,7311
Kuwait,Total Active Cases,11/22/2020,7012
Kuwait,Total Active Cases,11/23/2020,6677
Kuwait,Total Active Cases,11/24/2020,6518
Kuwait,Total Active Cases,11/25/2020,6313
Kuwait,Total Active Cases,11/26/2020,5925
Kuwait,Total Active Cases,11/27/2020,5699
Kuwait,Total Active Cases,11/28/2020,5431
Kuwait,Total Active Cases,11/29/2020,5135
Kuwait,Total Active Cases,11/30/2020,4684
Kuwait,Total Active Cases,12/1/2020,4486
Kuwait,Total Active Cases,12/2/2020,4244
Kuwait,Total Active Cases,12/3/2020,4016
Kuwait,Total Active Cases,12/4/2020,3883
Kuwait,Total Active Cases,12/5/2020,3665
Kuwait,Total Active Cases,12/6/2020,3443
Kuwait,Total Active Cases,12/7/2020,3361
Kuwait,Total Active Cases,12/8/2020,3362
Kuwait,Total Active Cases,12/9/2020,3310
Kuwait,Total Active Cases,12/10/2020,3326
Kuwait,Total Active Cases,12/11/2020,3310
Kuwait,Total Active Cases,12/12/2020,3308
Kuwait,Total Active Cases,12/13/2020,3213
Kuwait,Total Active Cases,12/14/2020,3180
Kuwait,Total Active Cases,12/15/2020,3198
Kuwait,Total Active Cases,12/16/2020,3149
Kuwait,Total Active Cases,12/17/2020,3166
Kuwait,Total Active Cases,12/18/2020,3260
Kuwait,Total Active Cases,12/19/2020,3216
Kuwait,Total Active Cases,12/20/2020,3132
Kuwait,Total Active Cases,12/21/2020,3145
Kuwait,Total Active Cases,12/22/2020,3228
Kuwait,Total Active Cases,12/23/2020,3255
Kuwait,Total Active Cases,12/24/2020,3193
Kuwait,Total Active Cases,12/25/2020,3221
Kuwait,Total Active Cases,12/26/2020,3140
Kuwait,Total Active Cases,12/27/2020,3143
Kuwait,Total Active Cases,12/28/2020,3117
Kuwait,Total Active Cases,12/29/2020,3105
Kuwait,Total Active Cases,12/30/2020,3081
Kuwait,Total Active Cases,12/31/2020,3133
Kuwait,Total Active Cases,1/1/2021,3156
Kuwait,Total Active Cases,1/2/2021,3147
Kuwait,Total Active Cases,1/3/2021,3135
Kuwait,Total Active Cases,1/4/2021,3266
Kuwait,Total Active Cases,1/5/2021,3305
Kuwait,Total Active Cases,1/6/2021,3485
Kuwait,Total Active Cases,1/7/2021,3801
Kuwait,Total Active Cases,1/8/2021,4050
Kuwait,Total Active Cases,1/9/2021,4230
Kuwait,Total Active Cases,1/10/2021,4364
Kuwait,Total Active Cases,1/11/2021,4523
Kuwait,Total Active Cases,1/12/2021,4814
Kuwait,Total Active Cases,1/13/2021,5119
Kuwait,Total Active Cases,1/14/2021,5427
Kuwait,Total Active Cases,1/15/2021,5688
Kuwait,Total Active Cases,1/16/2021,5774
